add-c,4,20,160,147062,919,0
add-none,4,40,320,203843,637,0
add-m,4,40,320,173172,541,0
add-s,4,40,320,183514,573,0
add-c,4,40,320,149134,466,0
add-none,4,80,640,202557,316,0
add-m,4,80,640,176353,275,0
add-s,4,80,640,231396,361,0
add-c,4,80,640,155057,242,0
add-none,4,100,800,182552,228,0
add-m,4,100,800,197592,246,0
add-s,4,100,800,158875,198,0
add-c,4,100,800,228696,285,0
add-none,4,1000,8000,184291,23,0
add-m,4,1000,8000,1012116,126,0
add-s,4,1000,8000,1199623,149,0
add-c,4,1000,8000,745456,93,0
add-none,4,10000,80000,281076,3,0
add-m,4,10000,80000,8970753,112,0
add-s,4,10000,80000,11273278,140,0
add-c,4,10000,80000,5828547,72,0
add-none,4,100000,800000,1253771,1,0
add-m,4,100000,800000,94109837,117,0
add-s,4,100000,800000,117468225,146,0
add-c,4,100000,800000,72991316,91,0
add-none,8,10,160,334292,2089,0
add-m,8,10,160,397516,2484,0
add-s,8,10,160,390292,2439,0
add-c,8,10,160,242225,1513,0
add-none,8,20,320,324295,1013,0
add-m,8,20,320,350140,1094,0
add-s,8,20,320,299272,935,0
add-c,8,20,320,285472,892,0
add-none,8,40,640,409946,640,0
add-m,8,40,640,342514,535,0
add-s,8,40,640,258503,403,0
add-c,8,40,640,245990,384,0
add-none,8,80,1280,243219,190,0
add-m,8,80,1280,322969,252,0
add-s,8,80,1280,419899,328,0
add-c,8,80,1280,270772,211,0
add-none,8,100,1600,262964,164,0
add-m,8,100,1600,297662,186,0
add-s,8,100,1600,276311,172,0
add-c,8,100,1600,257652,161,0
add-none,8,1000,16000,252669,15,0
add-m,8,1000,16000,1932494,120,0
add-s,8,1000,16000,3860917,241,0
add-c,8,1000,16000,1626278,101,0
add-none,8,10000,160000,417563,2,0
add-m,8,10000,160000,20374914,127,0
add-s,8,10000,160000,38592830,241,0
add-c,8,10000,160000,14762536,92,0
add-none,8,100000,1600000,1362343,0,0
add-m,8,100000,1600000,175909999,109,0
add-s,8,100000,1600000,391649073,244,0
add-c,8,100000,1600000,145302133,90,0
add-none,12,10,240,505820,2107,0
add-m,12,10,240,465047,1937,0
add-s,12,10,240,423559,1764,0
add-c,12,10,240,336789,1403,0
add-none,12,20,480,382354,796,0
add-m,12,20,480,357367,744,0
add-s,12,20,480,364668,759,0
add-c,12,20,480,411347,856,0
add-none,12,40,960,399732,416,0
add-m,12,40,960,338305,352,0
add-s,12,40,960,492702,513,0
add-c,12,40,960,367257,382,0
add-none,12,80,1920,382094,199,0
add-m,12,80,1920,368815,192,0
add-s,12,80,1920,361775,188,0
add-c,12,80,1920,349982,182,0
add-none,12,100,2400,376199,156,0
add-m,12,100,2400,391918,163,0
add-s,12,100,2400,350729,146,0
add-c,12,100,2400,415383,173,0
add-none,12,1000,24000,364925,15,0
add-m,12,1000,24000,3025354,126,0
add-s,12,1000,24000,10436974,434,0
add-c,12,1000,24000,2361973,98,0
add-none,12,10000,240000,543460,2,0
add-m,12,10000,240000,29076892,121,0
add-s,12,10000,240000,110755407,461,0
add-c,12,10000,240000,23526291,98,0
add-none,12,100000,2400000,2045781,0,0
add-m,12,100000,2400000,293978670,122,0
add-s,12,100000,2400000,1122876512,467,0
add-c,12,100000,2400000,225261254,93,0
